"lineage","country_count"
"B.1.321","['(USA,1)', '(Spain,1)', '(Belgium,11)', '(United Kingdom,12)', '(Chile,1)']"
"B.1.323","['(USA,43)', '(Canada,2)', '(Russia,1)']"
"B.1.324","['(Canada,1)', '(Bulgaria,1)', '(Mexico,1)', '(Finland,2)', '(Northern Mariana Islands,2)', '(USA,429)', '(France,1)', '(Costa Rica,1)', '(Germany,2)', '(Switzerland,1)', '(United Kingdom,1)']"
"B.1.325","['(USA,112)']"
"B.1.326","['(Spain,1)', '(South Africa,1)', '(USA,63)']"
"B.1.328","['(USA,33)']"
"B.1.329","['(Germany,231)']"
"B.1.330","['(USA,29)']"
"B.1.332","['(USA,244)', '(China,1)', '(Germany,3)', '(Israel,2)', '(Indonesia,1)', '(Canada,10)', '(Switzerland,1)', '(Japan,1)', '(Australia,1)', '(Denmark,4)']"
"B.1.333","['(USA,94)', '(Australia,1)']"
"B.1.334","['(USA,57)', '(New Zealand,1)']"
"B.1.335","['(Finland,1)', '(India,4)', '(USA,82)']"
"B.1.336","['(USA,315)', '(Japan,1)', '(Nigeria,6)', '(Mexico,1)', '(Philippines,3)', '(Canada,1)']"
"B.1.337","['(Spain,1)', '(Poland,1)', '(USA,134)']"
"B.1.338","['(Philippines,1)', '(USA,5)', '(South Africa,1)', '(Australia,112)', '(Senegal,1)']"
"B.1.340","['(South Korea,1)', '(USA,146)']"
"B.1.341","['(USA,35)']"
"B.1.342","['(Italy,2)', '(Sweden,8)']"
"B.1.343","['(Latvia,1)', '(Poland,2)', '(Denmark,35)', '(USA,3)', '(Belgium,1)', '(Germany,2)']"
"B.1.344","['(USA,60)']"
"B.1.346","['(India,1)', '(Indonesia,2)', '(Egypt,1)', '(USA,305)', '(Canada,89)', '(Japan,278)']"
"B.1.348","['(USA,50)']"
"B.1.349","['(USA,995)', '(Qatar,1)', '(Australia,1)', '(Burkina Faso,2)', '(Aruba,1)', '(Pakistan,1)', '(India,1)', '(Panama,3)', '(United Kingdom,2)', '(Turkey,1)', '(Japan,1)', '(Canada,35)', '(Kenya,1)']"
"B.1.35","['(United Kingdom,119)']"
"B.1.350","['(USA,11)', '(Mexico,1)', '(Canada,298)', '(Slovenia,1)', '(Germany,1)', '(China,1)', '(Nigeria,1)', '(Portugal,5)', '(Denmark,3)', '(United Kingdom,2)', '(Spain,4)']"
"B.1.350.1","['(United Kingdom,7)']"
"B.1.351","['(Iraq,1)', '(Argentina,1)', '(Malaysia,70)', '(Hong Kong,29)', '(Israel,229)', '(Malawi,150)', '(Portugal,88)', '(French Guiana,1)', '(Netherlands,672)', '(USA,1827)', '(Kenya,68)', '(Canada,607)', '(Japan,64)', '(Mexico,12)', '(Suriname,4)', '(Eswatini,26)', '(Belgium,919)', '(New Zealand,27)', '(Bangladesh,33)', '(Tunisia,1)', '(Botswana,203)', '(Jordan,2)', '(Chile,2)', '(Singapore,75)', '(Mozambique,137)', '(Qatar,484)', '(Brazil,5)', '(United Arab Emirates,5)', '(Cote d\'Ivoire,1)', '(Russia,15)', '(Greece,19)', '(South Africa,4045)', '(Italy,40)', '(Gabon,3)', '(Luxembourg,740)', '(Lithuania,11)', '(Mayotte,33)', '(Equatorial Guinea,40)', '(Democratic Republic of the Congo,13)', '(Denmark,98)', '(Thailand,16)', '(Sweden,1993)', '(Ghana,12)', '(Guam,2)', '(Zimbabwe,182)', '(Philippines,687)', '(Zambia,31)', '(Guinea Bissau,1)', '(Aruba,3)', '(Saudi Arabia,1)', '(Czech Republic,56)', '(Guadeloupe,2)', '(Angola,22)', '(Mauritius,5)', '(France,1641)', '(Spain,208)', '(Sri Lanka,5)', '(Germany,2046)', '(Poland,41)', '(Uganda,13)', '(Pakistan,10)', '(Australia,54)', '(Reunion,268)', '(Latvia,7)', '(United Kingdom,624)', '(Togo,2)', '(Cameroon,9)', '(Austria,254)', '(Martinique,2)', '(Norway,347)', '(Sint Maarten,1)', '(Finland,313)', '(Slovenia,31)', '(Namibia,9)', '(Estonia,13)', '(Malta,2)', '(Rwanda,26)', '(Indonesia,4)', '(Costa Rica,11)', '(Brunei,1)', '(Ireland,69)', '(Switzerland,197)', '(Bahrain,1)', '(North Macedonia,1)', '(Panama,2)', '(Lesotho,14)', '(Romania,6)', '(India,135)', '(Turkey,544)', '(South Korea,17)', '(Slovakia,27)', '(Croatia,14)']"
"B.1.351.1","['(Botswana,26)']"
"B.1.351.2","['(Spain,18)', '(Ghana,1)', '(Italy,17)', '(Canada,6)', '(Mayotte,355)', '(India,2)', '(France,671)', '(Comoros,6)', '(South Africa,7)', '(Netherlands,1)', '(Tunisia,1)', '(Madagascar,17)', '(Belgium,37)', '(United Kingdom,10)', '(Equatorial Guinea,1)', '(Reunion,402)', '(Norway,1)', '(Greece,12)', '(Indonesia,1)', '(Israel,1)', '(Monaco,1)', '(Switzerland,26)', '(Germany,26)', '(Turkey,5)', '(USA,13)']"
"B.1.351.3","['(Taiwan,1)', '(Greece,9)', '(Bahrain,6)', '(Singapore,109)', '(Denmark,8)', '(Iran,2)', '(Germany,13)', '(France,5)', '(South Korea,9)', '(Romania,1)', '(Finland,1)', '(Canada,18)', '(Indonesia,1)', '(Rwanda,1)', '(Australia,16)', '(Luxembourg,3)', '(United Kingdom,176)', '(USA,64)', '(Bangladesh,281)', '(Switzerland,50)', '(Turkey,25)', '(Democratic Republic of the Congo,1)', '(Sweden,1)', '(India,11)', '(Japan,12)', '(Ireland,3)', '(Italy,21)', '(Netherlands,1)', '(Portugal,15)', '(Israel,1)', '(Austria,5)', '(Jordan,2)', '(Belgium,3)', '(Pakistan,1)', '(Spain,8)']"
"B.1.354","['(Canada,4)', '(Denmark,11)', '(France,1)', '(USA,4)']"
"B.1.355","['(Chile,1)', '(USA,73)', '(Morocco,1)', '(Senegal,1)']"
"B.1.356","['(USA,49)', '(Benin,3)', '(Luxembourg,2)', '(Chile,1)', '(Spain,104)', '(France,80)', '(Italy,1)', '(United Kingdom,96)', '(Senegal,10)', '(Netherlands,122)', '(Guadeloupe,2)', '(Estonia,1)', '(Tunisia,1)', '(Canada,26)', '(Cameroon,1)', '(Germany,5)', '(Greece,1)', '(Portugal,9)', '(Australia,9)', '(Switzerland,4)', '(Iceland,3)', '(Israel,1)', '(New Zealand,1)']"
"B.1.357","['(USA,104)']"
"B.1.358","['(Denmark,19)']"
"B.1.359","['(Canada,3)', '(USA,41)']"
"B.1.36","['(Philippines,11)', '(Ghana,1)', '(Saudi Arabia,134)', '(Afghanistan,9)', '(Canada,1473)', '(Belgium,20)', '(Pakistan,33)', '(Guyana,1)', '(Greece,13)', '(Tunisia,1)', '(Romania,6)', '(South Korea,8)', '(Belarus,5)', '(Jordan,3)', '(Turkey,52)', '(Sweden,12)', '(Denmark,242)', '(Serbia,1)', '(Bahrain,3)', '(New Zealand,27)', '(Zambia,1)', '(Netherlands,55)', '(Thailand,4)', '(Iraq,1)', '(India,1244)', '(Morocco,3)', '(United Arab Emirates,85)', '(Norway,54)', '(Spain,4)', '(Hong Kong,360)', '(Gibraltar,1)', '(Austria,3)', '(USA,128)', '(Ireland,20)', '(Trinidad and Tobago,5)', '(France,8)', '(Japan,83)', '(Luxembourg,3)', '(North Macedonia,3)', '(Russia,1)', '(Cyprus,1)', '(Bangladesh,1)', '(United Kingdom,415)', '(Iran,10)', '(Germany,66)', '(Lebanon,1)', '(Egypt,2)', '(Singapore,29)', '(Nepal,10)', '(Oman,11)', '(Switzerland,49)', '(British Virgin Islands,1)', '(Myanmar,3)', '(Qatar,11)', '(Bermuda,2)', '(Algeria,1)', '(Australia,68)', '(Indonesia,2)', '(Finland,6)', '(Italy,4)']"
"B.1.360","['(Austria,1)', '(United Kingdom,1)', '(Finland,1)', '(Japan,2)', '(USA,83)']"
"B.1.361","['(Netherlands,1)', '(Germany,2)', '(Japan,1)', '(Argentina,1)', '(Ghana,1)', '(United Kingdom,4)', '(South Africa,1)', '(Bangladesh,1)', '(Israel,2)', '(USA,690)', '(Colombia,1)', '(Australia,5)', '(Northern Mariana Islands,1)', '(Canada,2)', '(France,1)']"
"B.1.36.1","['(Bulgaria,7)', '(Canada,8)', '(Austria,1)', '(Switzerland,241)', '(Bosnia and Herzegovina,5)', '(Norway,48)', '(Spain,2)', '(Denmark,39)', '(Iraq,3)', '(Netherlands,7)', '(Jordan,1)', '(Finland,1)', '(Germany,84)', '(United Kingdom,62)', '(France,3)', '(Australia,18)', '(Belgium,7)', '(Italy,3)', '(Sweden,191)', '(Saudi Arabia,1)', '(Philippines,1)', '(United Arab Emirates,1)', '(USA,8)', '(Slovenia,2)', '(Turkey,45)', '(South Korea,1)', '(Argentina,1)']"
"B.1.36.10","['(Germany,21)', '(Hong Kong,1)', '(Turkey,55)', '(Argentina,1)', '(Nigeria,1)', '(Australia,3)', '(Saudi Arabia,31)', '(Iceland,2)', '(Philippines,1)', '(South Korea,1)', '(Bangladesh,3)', '(Denmark,18)', '(Egypt,2)', '(Canada,17)', '(Austria,1)', '(Finland,2)', '(Qatar,7)', '(United Kingdom,23)', '(China,1)', '(France,22)', '(Croatia,1)', '(Colombia,1)', '(Mexico,14)', '(Indonesia,2)', '(Greece,1)', '(Ecuador,2)', '(Equatorial Guinea,1)', '(Belgium,3)', '(Panama,1)', '(South Africa,3)', '(Jordan,63)', '(Brazil,2)', '(Switzerland,1)', '(Italy,2)', '(Malaysia,1)', '(Gambia,1)', '(India,63)', '(Israel,1)', '(Ghana,1)', '(USA,393)', '(Sweden,1)']"
"B.1.36.12","['(United Kingdom,102)', '(Japan,1)']"
"B.1.36.16","['(Turkey,1)', '(Thailand,336)', '(Taiwan,2)', '(Japan,1)', '(Indonesia,2)', '(Bangladesh,45)', '(United Kingdom,66)', '(Myanmar,28)', '(Spain,21)', '(Italy,1)', '(Australia,1)', '(Singapore,16)', '(South Korea,2)', '(Cambodia,7)', '(China,4)', '(Malaysia,53)', '(India,6)']"
"B.1.36.17","['(Indonesia,1)', '(Japan,1)', '(Qatar,1)', '(Canada,3)', '(New Zealand,2)', '(United Kingdom,1827)', '(USA,3)', '(Australia,2)', '(India,28)', '(Ireland,2)', '(Denmark,5)', '(Switzerland,25)']"
"B.1.36.18","['(Guyana,1)', '(Hong Kong,6)', '(Switzerland,1)', '(USA,4)', '(United Kingdom,1)', '(Canada,1811)', '(New Zealand,9)', '(Rwanda,1)', '(India,43)']"
"B.1.36.19","['(Hong Kong,7)', '(Indonesia,48)', '(Malaysia,2)', '(Singapore,18)', '(Japan,2)', '(India,3)', '(Australia,5)']"
"B.1.362","['(France,2)', '(India,1)', '(Switzerland,2)', '(Palestine,1)', '(United Kingdom,22)', '(USA,70)', '(Israel,486)', '(Colombia,1)', '(Egypt,1)', '(Greece,1)', '(Canada,6)']"
"B.1.36.2","['(United Kingdom,86)', '(India,1)']"
"B.1.36.20","['(Netherlands,1)', '(Denmark,3)', '(United Kingdom,42)', '(Germany,11)']"
"B.1.36.21","['(Sint Maarten,1)', '(Indonesia,2)', '(Spain,5)', '(United Kingdom,6)', '(India,1)', '(Norway,307)', '(Mexico,7)', '(Russia,1)', '(Colombia,80)', '(USA,304)', '(Turkey,1)', '(Switzerland,2)', '(Germany,16)', '(Aruba,1)']"
"B.1.362.1","['(United Kingdom,13)']"
"B.1.36.22","['(United Arab Emirates,5)', '(Finland,520)', '(Germany,3)', '(United Kingdom,7)', '(Norway,7)', '(India,37)', '(Denmark,14)', '(Indonesia,1)', '(Luxembourg,2)', '(Sweden,10)', '(Estonia,4)', '(Iceland,3)', '(USA,4)', '(Latvia,2)', '(Hong Kong,2)', '(Bangladesh,1)', '(Ireland,32)', '(Canada,8)', '(Switzerland,10)', '(Japan,2)', '(Australia,1)', '(Turkey,1)', '(Saudi Arabia,1)']"
"B.1.362.2","['(Hong Kong,2)', '(United Kingdom,175)', '(Germany,2)', '(Denmark,8)', '(Israel,15)']"
"B.1.36.23","['(Austria,1)', '(United Kingdom,44)', '(Netherlands,5)', '(Ireland,1)', '(Slovenia,1)', '(Denmark,1)', '(Qatar,1)']"
"B.1.36.24","['(USA,1)', '(Denmark,9)', '(South Korea,1)', '(Saudi Arabia,1)', '(Spain,1)', '(Germany,17)', '(Singapore,2)', '(Pakistan,1)', '(United Kingdom,112)', '(Japan,1)', '(New Zealand,1)', '(France,1)', '(Switzerland,1)', '(India,3)']"
"B.1.36.25","['(United Kingdom,1)', '(Denmark,456)']"
"B.1.36.26","['(United Kingdom,6)', '(Canada,334)', '(USA,2)']"
"B.1.36.27","['(South Korea,1)', '(Thailand,1)', '(Hong Kong,539)']"
"B.1.36.28","['(United Kingdom,166)', '(Norway,3)', '(Gibraltar,3)']"
"B.1.36.29","['(France,1)', '(Greece,1)', '(Hong Kong,4)', '(Belgium,2)', '(USA,12)', '(Philippines,5)', '(Switzerland,3)', '(Singapore,13)', '(Rwanda,2)', '(Mauritius,3)', '(United Arab Emirates,6)', '(Australia,3)', '(India,1007)', '(Qatar,5)', '(Netherlands,1)', '(Japan,2)', '(New Zealand,4)', '(South Korea,1)', '(Lithuania,1)', '(Ireland,2)', '(Israel,1)', '(United Kingdom,55)', '(Canada,18)']"
"B.1.363","['(USA,13)']"
"B.1.36.31","['(Ireland,2)', '(Norway,5)', '(Pakistan,16)', '(Mexico,1)', '(Finland,2)', '(Australia,3)', '(Sweden,22)', '(Canada,201)', '(France,6)', '(Portugal,4)', '(Mozambique,3)', '(Spain,6)', '(Philippines,1)', '(Indonesia,1)', '(New Zealand,2)', '(Denmark,36)', '(Switzerland,2)', '(Belgium,2)', '(Germany,3)', '(Japan,21)', '(Israel,1)', '(United Kingdom,110)', '(USA,56)']"
"B.1.36.33","['(Belgium,5)', '(United Kingdom,6)', '(India,4)', '(Qatar,3)', '(Australia,1)', '(New Zealand,1)', '(Japan,1)', '(Sweden,15)', '(Croatia,2)', '(Netherlands,1)', '(Denmark,96)']"
"B.1.36.34","['(South Korea,1)', '(USA,1)', '(Spain,1)', '(Japan,1)', '(Canada,3)', '(Pakistan,5)', '(United Kingdom,27)']"
"B.1.36.35","['(Denmark,11)', '(Germany,23)', '(USA,3)', '(Netherlands,1)', '(Israel,7)', '(Finland,1)', '(Switzerland,228)', '(United Kingdom,39)', '(India,6)', '(Sweden,1)', '(Greece,7)', '(Lebanon,1)', '(Norway,38)']"
"B.1.36.36","['(Hong Kong,1)', '(Switzerland,1)', '(Australia,1)', '(Canada,635)', '(USA,3)']"
"B.1.36.37","['(Canada,143)', '(United Arab Emirates,1)', '(United Kingdom,2)']"
"B.1.36.38","['(Australia,4)', '(United Kingdom,37)', '(New Zealand,2)', '(Egypt,1)', '(Belgium,21)', '(India,23)', '(Denmark,1)', '(Italy,1)', '(Canada,441)', '(USA,9)']"
"B.1.36.39","['(India,2)', '(United Kingdom,182)', '(New Zealand,1)']"
"B.1.366","['(Mexico,5)', '(USA,174)', '(Germany,1)', '(Switzerland,1)']"
"B.1.367","['(Australia,2)', '(Taiwan,1)', '(Belgium,10)', '(Singapore,1)', '(Slovenia,2)', '(Denmark,63)', '(Italy,83)', '(Switzerland,94)', '(Greece,1)', '(Ireland,13)', '(Portugal,9)', '(Germany,42)', '(United Kingdom,281)', '(Austria,2)', '(Qatar,1)', '(Russia,1)', '(France,157)', '(Spain,4)', '(Norway,65)', '(USA,18)', '(Iceland,1)', '(Netherlands,31)', '(India,34)', '(Egypt,1)']"
"B.1.36.7","['(Canada,33)', '(Iran,4)', '(Turkey,8)', '(Denmark,2)', '(New Zealand,2)', '(India,1)', '(USA,7)', '(United Kingdom,92)']"
"B.1.36.8","['(Denmark,65)', '(Singapore,3)', '(Finland,1)', '(USA,56)', '(India,496)', '(Indonesia,1)', '(New Zealand,2)', '(United Kingdom,33)', '(Bangladesh,24)', '(Ghana,1)', '(Germany,15)', '(Australia,3)', '(Hong Kong,5)', '(United Arab Emirates,2)', '(Saudi Arabia,1)', '(Turkey,10)', '(Pakistan,2)', '(Canada,189)', '(Israel,5)', '(Austria,1)', '(Malaysia,1)', '(Bahrain,1)', '(France,4)', '(Iran,2)', '(Switzerland,4)']"
"B.1.369","['(Canada,59)', '(Germany,1)', '(Taiwan,1)', '(USA,2277)', '(Netherlands,4)', '(New Zealand,91)', '(Australia,4)', '(Switzerland,2)', '(Costa Rica,1)', '(Saint Lucia,1)', '(Bermuda,3)', '(India,22)', '(Mexico,8)', '(Sweden,1)', '(South Korea,3)', '(Northern Mariana Islands,2)', '(Japan,3)', '(United Kingdom,6)', '(Hong Kong,2)']"
"B.1.36.9","['(Gibraltar,1)', '(Denmark,19)', '(Canada,3)', '(Germany,1)', '(United Kingdom,249)', '(India,1)', '(Saudi Arabia,1)', '(Switzerland,1)', '(Sweden,26)']"
"B.1.369.1","['(Canada,25)', '(USA,1)']"
"B.1.37","['(USA,65)']"
"B.1.370","['(USA,120)']"
"B.1.371","['(Canada,24)', '(India,1)', '(USA,787)', '(Denmark,1)', '(Ecuador,1)']"
"B.1.372","['(United Kingdom,3)', '(Finland,1)', '(Denmark,85)', '(Sweden,2)']"
"B.1.375","['(USA,941)', '(Spain,3)', '(Ecuador,1)', '(Brazil,1)', '(United Kingdom,1)', '(Germany,4)', '(Mexico,2)']"
"B.1.377","['(USA,156)', '(United Kingdom,11)']"
"B.1.378","['(Switzerland,2)', '(Qatar,1)', '(Mexico,1)', '(Cuba,2)', '(USA,87)', '(Bahamas,2)']"
"B.1.379","['(United Kingdom,58)', '(Sierra Leone,1)']"
"B.1.38","['(USA,31)']"
"B.1.380","['(India,1)', '(USA,2)', '(Rwanda,139)', '(Uganda,2)', '(Qatar,1)', '(Italy,1)']"
"B.1.381","['(South Africa,77)', '(Zimbabwe,2)']"
"B.1.382","['(Canada,1)', '(USA,66)']"
"B.1.383","['(USA,7)', '(Switzerland,1)', '(Singapore,2)', '(Netherlands,3)', '(United Kingdom,100)']"
"B.1.384","['(Mexico,1)', '(Turkey,2)', '(United Kingdom,1)', '(Germany,1)', '(USA,352)', '(Italy,2)', '(Australia,1)']"
"B.1.385","['(Northern Mariana Islands,1)', '(USA,65)']"
"B.1.387","['(Switzerland,1)', '(France,24)']"
"B.1.388","['(Burkina Faso,2)', '(Canada,1)', '(Cote d\'Ivoire,7)']"
"B.1.389","['(Canada,2)', '(Germany,11)', '(Sweden,2)', '(Ireland,5)', '(Malta,9)', '(United Kingdom,636)', '(Iceland,4)', '(Switzerland,12)', '(Denmark,24)', '(France,3)', '(Luxembourg,2)', '(Norway,4)', '(Belgium,9)', '(Netherlands,3)', '(Poland,6)', '(Czech Republic,1)', '(Austria,3)', '(Spain,4)', '(Italy,8)']"
"B.1.39","['(Denmark,231)', '(Faroe Islands,2)', '(Iceland,8)', '(Australia,1)', '(USA,2)', '(Singapore,4)', '(United Kingdom,4)', '(New Zealand,2)']"
"B.1.390","['(USA,90)', '(United Kingdom,1)']"
"B.1.391","['(Spain,6)', '(Australia,6)', '(Faroe Islands,1)', '(Hungary,2)', '(Singapore,4)', '(Japan,1)', '(New Zealand,2)', '(Iceland,8)', '(USA,42)', '(France,2)', '(Denmark,3)', '(South Africa,2)', '(Latvia,2)', '(United Kingdom,778)']"
"B.1.393","['(Mexico,2)', '(Rwanda,2)', '(Uganda,28)', '(India,2)', '(Kenya,2)']"
"B.1.395","['(Philippines,1)', '(Slovenia,1)', '(Spain,1)', '(Romania,1)', '(Turkey,1)', '(Argentina,1)', '(India,1)', '(Israel,2)', '(USA,24)', '(Mexico,2)', '(Brazil,1)', '(South Africa,1)', '(Norway,2)', '(Gibraltar,1)', '(Italy,2)', '(United Kingdom,97)', '(Bahamas,2)']"
"B.1.396","['(Canada,2)', '(Japan,1)', '(South Korea,2)', '(Czech Republic,1)', '(Panama,1)', '(Honduras,1)', '(USA,1182)', '(Mexico,43)', '(Germany,4)']"
"B.1.397","['(Italy,1)', '(USA,117)', '(Mexico,23)']"
"B.1.398","['(USA,5)', '(Switzerland,3)', '(Canada,2)', '(Saudi Arabia,16)', '(France,4)', '(Australia,7)', '(Finland,1)', '(Egypt,7)', '(Lebanon,25)', '(Greece,1)', '(Germany,25)', '(United Arab Emirates,3)', '(Netherlands,2)', '(United Kingdom,22)', '(Sweden,2)', '(Philippines,1)', '(Ghana,3)', '(Italy,3)', '(Brazil,3)', '(Denmark,145)', '(Uganda,2)', '(Belgium,10)', '(India,1)']"
"B.1.399","['(Mexico,8)', '(India,1)', '(Iceland,1)', '(USA,320)', '(Japan,2)']"
"B.1.40","['(United Kingdom,51)']"
"B.1.400","['(South Korea,1)', '(Cambodia,1)', '(United Kingdom,1)', '(New Zealand,1)', '(Switzerland,3)', '(Israel,1)', '(Iceland,1)', '(Gabon,1)', '(Japan,3)', '(Mexico,13)', '(Canada,4)', '(USA,1755)', '(Hong Kong,1)']"
"B.1.401","['(USA,104)', '(Turkey,2)']"
"B.1.402","['(USA,79)', '(Sweden,28)']"
"B.1.403","['(United Kingdom,1)', '(USA,90)']"
"B.1.404","['(Indonesia,1)', '(USA,573)', '(Mexico,11)', '(Ethiopia,1)', '(Canada,3)', '(Turkey,1)', '(Singapore,1)', '(Germany,1)', '(India,1)']"
"B.1.405","['(Canada,3)', '(Mexico,1)', '(USA,39)', '(Australia,11)', '(Philippines,3)']"
"B.1.406","['(Sweden,9)', '(United Kingdom,7)', '(Switzerland,10)', '(Denmark,31)', '(Germany,90)', '(North Macedonia,4)', '(Croatia,2)']"
"B.1.407","['(United Kingdom,24)', '(USA,1)']"
"B.1.408","['(Philippines,1)', '(United Kingdom,121)', '(Denmark,5)', '(Austria,4)', '(France,1)', '(Lithuania,1)', '(Germany,10)', '(Belgium,5)', '(Spain,22)', '(USA,9)', '(Iceland,1)', '(Bulgaria,3)', '(Romania,20)', '(Netherlands,15)', '(Switzerland,7)']"
"B.1.409","['(Canada,2)', '(Greece,3)', '(Australia,1)', '(USA,992)', '(United Kingdom,3)', '(Portugal,1)', '(Colombia,1)', '(India,1)', '(Switzerland,1)', '(Aruba,1)', '(Israel,1)']"
"B.1.411","['(Qatar,1)', '(South Korea,8)', '(Pakistan,1)', '(Sri Lanka,238)', '(USA,46)', '(Ireland,3)', '(Singapore,2)', '(France,4)', '(Germany,11)', '(Switzerland,1)', '(Colombia,1)', '(Poland,14)', '(Bonaire,1)', '(Canada,3)', '(Belgium,4)', '(Iraq,1)', '(United Kingdom,12)', '(Israel,176)', '(India,1)', '(Netherlands,64)', '(Australia,3)', '(Austria,1)', '(Spain,1)', '(Japan,9)', '(Czech Republic,1)', '(Greece,2)', '(Italy,2)', '(New Zealand,1)', '(Philippines,1)']"
"B.1.413","['(New Zealand,2)', '(USA,193)', '(Germany,1)', '(Vietnam,1)', '(United Kingdom,2)', '(Canada,8)']"
"B.1.415","['(Hong Kong,1)', '(Costa Rica,1)', '(Australia,4)', '(Mexico,2)', '(USA,46)', '(Chile,3)', '(Switzerland,1)', '(Canada,20)']"
"B.1.416","['(Lithuania,53)', '(Italy,52)', '(Canada,26)', '(Morocco,2)', '(Spain,26)', '(Bulgaria,1)', '(Gambia,200)', '(United Kingdom,25)', '(France,97)', '(Switzerland,6)', '(Japan,1)', '(Iceland,3)', '(USA,1)', '(Senegal,100)', '(Finland,1)', '(Norway,1)', '(Denmark,1)', '(Australia,1)', '(Cameroon,1)', '(Burkina Faso,2)', '(Gibraltar,1)', '(Belgium,7)', '(Germany,6)']"
"B.1.416.1","['(Reunion,6)', '(Germany,31)', '(Portugal,1)', '(Switzerland,221)', '(USA,1)', '(Spain,87)', '(Gibraltar,3)', '(Slovakia,1)', '(Turkey,2)', '(Greece,1)', '(France,45)', '(Canada,1)', '(United Kingdom,91)', '(Czech Republic,18)', '(Lithuania,3)', '(Denmark,4)', '(Mayotte,33)', '(Netherlands,4)']"
"B.1.417","['(Spain,1)', '(South Africa,21)']"
"B.1.418","['(United Kingdom,63)']"
"B.1.420","['(Colombia,65)', '(USA,26)', '(United Kingdom,1)']"
"B.1.421","['(Canada,1)', '(France,1)', '(USA,62)']"
"B.1.422","['(USA,6)', '(South Korea,1)', '(Singapore,1)', '(Canada,1173)', '(Norway,1)']"
"B.1.423","['(USA,89)']"
"B.1.424","['(Philippines,1)', '(USA,118)']"
"B.1.425","['(USA,288)']"
"B.1.426","['(Hong Kong,2)', '(USA,889)', '(Northern Mariana Islands,1)', '(Canada,1)', '(Australia,1)']"
"B.1.427","['(Belgium,1)', '(Canada,16)', '(India,4)', '(Switzerland,3)', '(Spain,5)', '(Turkey,2)', '(United Kingdom,8)', '(Curacao,1)', '(Austria,1)', '(USA,12650)', '(Denmark,13)', '(Germany,3)', '(Qatar,11)', '(Netherlands,4)', '(Norway,1)', '(Argentina,26)', '(Italy,1)', '(France,3)', '(Colombia,1)', '(Aruba,49)', '(Costa Rica,9)', '(South Korea,13)', '(Mexico,187)', '(Australia,3)', '(Japan,2)', '(Singapore,2)', '(Cameroon,1)', '(Chile,2)']"
"B.1.428","['(Japan,1)', '(Latvia,1)', '(USA,10)', '(Germany,2)', '(Finland,1)', '(Qatar,589)', '(Norway,2)', '(Denmark,311)', '(United Kingdom,2)', '(Bulgaria,1)', '(Australia,18)', '(Canada,1)', '(Czech Republic,1)', '(Sweden,6)', '(Faroe Islands,6)', '(Iceland,2)']"
"B.1.428.1","['(Qatar,16)', '(Iraq,29)']"
"B.1.428.2","['(Reunion,1)', '(Germany,2)', '(United Kingdom,3)', '(Tunisia,7)', '(France,2)', '(Italy,1)']"
"B.1.428.3","['(Germany,1)', '(Jordan,1)', '(United Arab Emirates,3)', '(Australia,5)', '(Qatar,51)', '(United Kingdom,1)', '(Malaysia,1)']"
"B.1.429","['(Germany,3)', '(North Macedonia,1)', '(Aruba,8)', '(United Kingdom,10)', '(Cameroon,3)', '(Australia,15)', '(France,4)', '(Guadeloupe,3)', '(Switzerland,1)', '(Canada,41)', '(Singapore,2)', '(New Zealand,4)', '(Sint Maarten,1)', '(Japan,18)', '(Cambodia,2)', '(Guam,8)', '(Finland,2)', '(Ireland,7)', '(South Korea,90)', '(Norway,2)', '(Denmark,24)', '(Northern Mariana Islands,1)', '(Costa Rica,1)', '(Sweden,2)', '(Taiwan,8)', '(Italy,1)', '(Chile,15)', '(Philippines,2)', '(Israel,10)', '(British Virgin Islands,1)', '(Mexico,187)', '(USA,30551)', '(Argentina,2)', '(Netherlands,1)']"
"B.1.429.1","['(USA,64)']"
"B.1.431","['(United Kingdom,25)']"
"B.1.432","['(India,1)', '(USA,58)']"
"B.1.433","['(United Kingdom,1)', '(France,1)', '(Qatar,2)', '(South Africa,2)', '(Zimbabwe,1)', '(Sweden,4)', '(Canada,1)', '(USA,283)', '(Philippines,1)', '(Belgium,2)']"
"B.1.434","['(Australia,16)', '(USA,1)']"
"B.1.435","['(USA,85)', '(Germany,1)']"
"B.1.436","['(USA,455)']"
"B.1.437","['(USA,44)']"
"B.1.438","['(Iraq,3)', '(USA,6)', '(Lebanon,1)', '(Netherlands,1)', '(Israel,1)', '(Japan,1)', '(Turkey,17)', '(New Zealand,2)', '(Denmark,17)', '(Nigeria,4)', '(Luxembourg,5)', '(Sweden,1)', '(United Kingdom,24)', '(United Arab Emirates,15)', '(Jordan,1)', '(Mayotte,1)', '(Australia,3)']"
"B.1.438.1","['(Spain,1)', '(United Arab Emirates,2)', '(United Kingdom,2)', '(Australia,1)', '(Mexico,1)', '(Germany,2)', '(Japan,1)', '(Canada,3892)', '(Taiwan,1)', '(USA,30)', '(Iran,2)']"
"B.1.438.2","['(Mayotte,43)', '(Reunion,9)']"
"B.1.438.3","['(USA,10)']"
"B.1.438.4","['(USA,31)']"
"B.1.439","['(Canada,18)', '(Philippines,1)', '(Norway,3)', '(United Kingdom,34)', '(Japan,1)', '(Finland,2)', '(New Zealand,1)', '(USA,97)']"
"B.1.44","['(United Kingdom,120)']"
